Transfer_id,account_id,service,amount,Date
SVQVGB3J,GB84ZWEF59507977147036,Supermarket,970,2022-01-1
DZHFGB6N,GB12DQSM34694931179414,Shopping,680,2022-01-14
NWJYGBGR,GB30UUTU58020594623952,Shopping,310,2022-01-26
OPZVGBR0,GB90SZNV70201012143166,Food,180,2022-01-6
ARSOGBVJ,GB14KDCC25104503111277,Supermarket,940,2022-01-28
MNVCGBM3,GB67FKDQ90688679175396,Shopping,670,2022-01-23
ACSXGBNZ,GB45YGMB18624137869170,Supermarket,790,2022-01-21
JSWLGBSQ,GB44XLYO49945384237441,Shopping,730,2022-01-24
JXOJGB7Q,GB05VRWR73235765593559,Transport,160,2022-01-17
RDFPGBFP,GB35JYOE43232459320499,Entertainment,630,2022-01-6
HJOZGBEX,GB86QLTA22080797819972,Food,910,2022-01-25
GMSRGBO2,GB44NZFE45763248083308,Transport,170,2022-01-14
QQPKGBY7,GB39NYPY09129998206648,Entertainment,870,2022-01-28
SXAUGB6U,GB97COMI14707486877955,Shopping,780,2022-01-24
FMDKGBK7,GB54LSYY27831965248680,Entertainment,810,2022-01-22
PIEIGBPW,GB88FNTN10835120297429,Entertainment,770,2022-01-15
APRWGB8V,GB55HWUN71297411566493,Supermarket,840,2022-01-11
HDCHGBEP,GB46YRWN30706334008005,Supermarket,440,2022-01-6
TQLIGB9L,GB04UNAY38177132595248,Entertainment,460,2022-01-26
VSKXGB8E,GB48FFQC85394971492955,Food,430,2022-01-3
PPSBGBP9,GB14UXEG90495022475802,Food,470,2022-01-26
ISUEGBGX,GB22YPVB96910985570678,Transport,840,2022-01-30
CVYTGBHV,GB84KYEH04818860492673,Entertainment,880,2022-01-3
NKJMGB5Z,GB65OYTQ92950694668009,Transport,310,2022-01-12
ZVZWGBS3,GB49ANRH14135166565639,Shopping,950,2022-01-23
UBSPGBWL,GB32IZPZ80307512808134,Food,290,2022-01-3
VXDKGB3S,GB22QQXI38329855612944,Entertainment,720,2022-01-2
BOSIGBDQ,GB66SHOM63592635408499,Entertainment,260,2022-01-9
XYYAGBDY,GB81DOYM78308541561921,Transport,770,2022-01-18
JZLGGBO1,GB89HLFH04967652277943,Transport,290,2022-01-27
TWFVGBAC,GB80BREK73123760651964,Entertainment,530,2022-01-20
EVVFGBXA,GB74OQDS46588153801674,Shopping,380,2022-01-26
QEBOGBUF,GB73ONIJ57682637958845,Transport,400,2022-01-23
PTYLGBM9,GB24VHUD92426505443714,Food,870,2022-01-10
KCTRGB1M,GB90IIWM11180479091957,Food,270,2022-01-16
ASONGBFM,GB37UOSU59575332419643,Shopping,590,2022-01-20
OWACGB98,GB34OHDU44033362925347,Transport,720,2022-01-28
WWFSGB87,GB32YBPQ89809047203119,Shopping,210,2022-01-22
VEVMGBEQ,GB89VWIK11375987183801,Transport,300,2022-01-15
PGJHGB85,GB34YBJE88917058532688,Transport,610,2022-01-5
RKYRGBXJ,GB29RGZG68366967107994,Transport,370,2022-01-23
HYYIGB92,GB71HRJC27844886997114,Transport,970,2022-01-17
QMVZGBZL,GB21JOGK81718085828272,Food,570,2022-01-19
XTUZGB8X,GB54DFXD34044678916835,Shopping,360,2022-01-15
XSCIGBQ7,GB80RTJE77427785911888,Supermarket,950,2022-01-22
WTHBGB8A,GB46VJZE55073647656107,Shopping,920,2022-01-9
IQIFGB99,GB19GRYS80880131582273,Transport,430,2022-01-21
YZCVGB2H,GB11MXSU55431759214805,Transport,200,2022-01-3
IEBVGBU1,GB81OXLT44142408454317,Supermarket,520,2022-01-29
VCWNGBEC,GB84AZUS86784958843691,Transport,170,2022-01-26
IROTGB7L,GB66UOKK79571909199422,Shopping,770,2022-01-29
EQYQGBXB,GB66CJNH68867925093335,Food,590,2022-01-9
ENYLGBQD,GB46LRMU03200145465286,Supermarket,520,2022-01-19
IAFPGB5M,GB41QCIJ27055214104324,Supermarket,100,2022-01-22
HXBOGBRT,GB28FOSV16797537089232,Shopping,350,2022-01-12
JPCFGBNC,GB57KRYW15986529687452,Entertainment,240,2022-01-10
ANOHGBVI,GB31ZNWM66603303381787,Transport,460,2022-01-21
HGASGBQF,GB64JQQV32962685404334,Food,590,2022-01-15
GUWWGB2I,GB58TXZG93558882336719,Food,950,2022-01-12
POZBGBLI,GB24TXGQ71041669639052,Supermarket,910,2022-01-19
SLNTGB7J,GB38STOJ61593897166249,Entertainment,860,2022-01-24
HEVBGBH4,GB73GIDZ86211033276094,Shopping,380,2022-01-2
ICUEGBWZ,GB80ZBEE83494829269153,Transport,970,2022-01-15
DCOCGB0F,GB47DAMW39599956436883,Entertainment,630,2022-01-5
EHNPGBAK,GB39NYPY09129998206648,Transport,330,2022-01-2
UPXKGBJT,GB05BCUS60391726666835,Shopping,240,2022-01-14
FGZFGBII,GB06KYIF38317343350665,Transport,760,2022-01-15
AFACGBBD,GB90SZNV70201012143166,Food,780,2022-01-13
PLRJGBXX,GB51CRVV33910076449807,Supermarket,930,2022-01-13
OPFWGBCG,GB61ZOFX15306434788343,Transport,660,2022-01-13
MPJKGBPO,GB64ZWMZ56487674837828,Supermarket,690,2022-01-10
IDYCGBAH,GB95KSQZ37322719315265,Food,370,2022-01-2
VMQFGBO5,GB43FXGI33734494558520,Entertainment,460,2022-01-20
TXXZGBRB,GB36MLOQ13730312643873,Food,670,2022-01-6
DMZRGBKZ,GB87WKUU04565680548711,Entertainment,840,2022-01-8
NIZPGBM7,GB68FVBI37634209429385,Supermarket,160,2022-01-18
FHVQGBI9,GB05NYXG60221107635922,Food,710,2022-01-6
FEAPGBQC,GB48PJXR40637929416504,Shopping,840,2022-01-30
SHSJGBEL,GB68UDPZ26095485615893,Supermarket,460,2022-01-27
SPGRGBXD,GB63XNGL30448150525620,Transport,770,2022-01-1
MXAFGBW7,GB16JOLO85384025532932,Transport,440,2022-01-2
UVSEGBIG,GB97RMVT55464346797231,Shopping,530,2022-01-14
UMEXGB16,GB30IFXZ23595781252922,Supermarket,370,2022-01-26
PEBXGBPN,GB28HFLY96029203880608,Transport,530,2022-01-15
AURQGBZK,GB92RJTZ04732847949965,Entertainment,170,2022-01-6
KQPGGB0F,GB10HGWI07953093434190,Food,200,2022-01-26
IXDIGBLR,GB81USQD63271235585826,Food,610,2022-01-26
OSJCGB22,GB91IWEH50722111224416,Food,410,2022-01-20
SFANGB4Y,GB98GPPA16698846790680,Transport,100,2022-01-26
WAVFGBV6,GB42CQVN09704696276658,Entertainment,450,2022-01-6
IUHDGB9P,GB91OTHU76766358780967,Food,420,2022-01-4
DQVVGBZI,GB70HXOR17265872323380,Food,390,2022-01-26
WDSJGBRB,GB58OOUC73599992342221,Supermarket,520,2022-01-18
UMTEGB18,GB10MYHZ61796273354564,Supermarket,500,2022-01-3
WTSGGBWP,GB25CKXP52892968652195,Food,100,2022-01-27
AOXIGBNL,GB17DDDJ26555216474303,Food,490,2022-01-25
OFURGBSY,GB24EXYU74962853982918,Food,250,2022-01-17
TPDMGB34,GB28JLDC04794341674967,Shopping,840,2022-01-19
WCCBGBIT,GB54WTPH81438996831663,Supermarket,470,2022-01-3
TDJBGBPN,GB82KNPY82555712639077,Supermarket,580,2022-01-14
PBLKGBNK,GB68FVBI37634209429385,Shopping,710,2022-01-4
GMHQGBT4,GB72AFRE40510517801559,Food,480,2022-01-19
XREJGBZX,GB73PVBE29751564187567,Transport,470,2022-01-8
HQEOGB2N,GB18GDWW89359421492391,Shopping,260,2022-01-5
XCRRGBO6,GB38CVTL16446985397705,Transport,550,2022-01-30
LSMTGBBM,GB25WGOW03541013035630,Shopping,810,2022-01-12
JUMLGB8L,GB63LAWB62801875311557,Shopping,920,2022-01-29
OFFOGBWJ,GB35YNTP58634747138216,Entertainment,170,2022-01-11
NYZAGBHU,GB45BWIH14417162417981,Transport,870,2022-01-10
DLBFGB57,GB29PQRP96769607885259,Supermarket,120,2022-01-24
WJYOGBDL,GB17ECHM36623671567164,Transport,420,2022-01-5
PKYTGBNH,GB56ZJFS59923213088373,Food,510,2022-01-11
ZQONGBY0,GB66CJNH68867925093335,Entertainment,350,2022-01-11
XBJFGBXC,GB84LOCX44238775031273,Shopping,900,2022-01-26
FSOXGBZL,GB42JXJV50704615963226,Food,520,2022-01-25
CEOMGBIF,GB58EHOJ21753406863295,Entertainment,220,2022-01-3
FKHYGB3M,GB20CZLI77346390150612,Supermarket,160,2022-01-14
SIYAGBN1,GB70HXOR17265872323380,Shopping,960,2022-01-23
DJZYGBL8,GB07LQAV51951563352179,Entertainment,630,2022-01-15
TXZVGB21,GB63XNGL30448150525620,Transport,100,2022-01-10
ZNIIGBYU,GB42WWLT68472749312326,Food,460,2022-01-8
QWPLGBTV,GB38XJIW58610465239676,Food,580,2022-01-8
DVELGBSL,GB56USAP09504926855014,Food,380,2022-01-21
DBBIGBD5,GB84CJGR45086777878790,Food,520,2022-01-13
ELMBGBQH,GB77XTOZ70489285566706,Shopping,440,2022-01-10
ROUQGB16,GB15PFJE31101370972795,Supermarket,840,2022-01-25
KNDYGBFD,GB14KDCC25104503111277,Transport,980,2022-01-22
WJMZGB8A,GB81WYKE79021987774136,Supermarket,300,2022-01-28
DATCGBM4,GB73VRFX51691593353324,Supermarket,630,2022-01-23
BGJIGB8A,GB07LQAV51951563352179,Entertainment,290,2022-01-30
OIBWGBBY,GB70VLKK24622012528389,Shopping,930,2022-01-15
ECUTGB31,GB95KXAT40128933350069,Supermarket,680,2022-01-1
NCOXGBGY,GB05PGEG88708114093020,Transport,460,2022-01-5
ONQZGB87,GB84ZWEF59507977147036,Shopping,780,2022-01-11
IAKRGB5L,GB31GUNO74007805495237,Transport,890,2022-01-9
EFAMGBJM,GB70NSHL57260051979826,Entertainment,100,2022-01-15
EVBKGB80,GB44NZFE45763248083308,Supermarket,120,2022-01-8
UYHMGBJG,GB88FNTN10835120297429,Transport,670,2022-01-21
VORKGBY2,GB62JOGZ82935470472908,Shopping,160,2022-01-2
AGFPGB1Q,GB34WSAC04046773391197,Supermarket,140,2022-01-18
EFMUGBMN,GB72UWUW30160143638360,Food,410,2022-01-13
QZKPGB5V,GB54WTPH81438996831663,Food,120,2022-01-27
XPFWGBQH,GB06VQQB22191175704648,Transport,200,2022-01-25
XSDHGBVI,GB42RMEF46156019507525,Supermarket,670,2022-01-19
YFJFGBF3,GB30IFXZ23595781252922,Shopping,160,2022-01-22
LZRDGB1S,GB45FWGV65137894738248,Entertainment,230,2022-01-9
ERYVGBBZ,GB26WCRM03410652807176,Transport,120,2022-01-27
LPHTGBGJ,GB72NXRT26669850849118,Transport,690,2022-01-20
GVDJGBYJ,GB82UEKO51030904719679,Shopping,270,2022-01-3
NSFPGBLK,GB58DKVY93527628242072,Food,190,2022-01-16
UOFHGBA2,GB75TSIT55893483890824,Supermarket,220,2022-01-12
EAODGBSP,GB74IKHL72137211458568,Transport,800,2022-01-26
NPWXGBC3,GB88LCZU27743654537481,Entertainment,640,2022-01-2
PHVXGBJG,GB82DNVC98772443782930,Shopping,110,2022-01-6
YTHGGB18,GB10PTHU82536178959438,Food,620,2022-01-6
VUZBGBI3,GB96IDBK64833853222585,Supermarket,880,2022-01-8
XSTBGBZ7,GB31RIVY04338368921635,Shopping,410,2022-01-26
WBSHGBOW,GB60VBBQ96638697796023,Supermarket,680,2022-01-11
TQZEGBSO,GB42GHJH83549884975160,Food,200,2022-01-2
SRIZGBDQ,GB89IAAB13253682261947,Entertainment,860,2022-01-27
DLBKGB5M,GB34FABG64081656781414,Transport,480,2022-01-2
XUXOGBSU,GB27JRVC02029131545841,Food,360,2022-01-20
RMFIGB6D,GB71GOQD50667747708186,Food,910,2022-01-11
LLTVGB0U,GB84ZWEF59507977147036,Entertainment,980,2022-01-19
IWUXGB79,GB23UPJP77017701758926,Transport,690,2022-01-7
WBWFGBNL,GB64OYUW54689667669741,Supermarket,150,2022-01-18
FKBHGBL7,GB29DSFW10626297940819,Supermarket,510,2022-01-4
QOPLGB02,GB75TSIT55893483890824,Transport,530,2022-01-22
ETQNGBPB,GB84AZUS86784958843691,Entertainment,820,2022-01-24
CHJQGBQL,GB31ZNWM66603303381787,Entertainment,950,2022-01-2
YWYEGBF6,GB30BFKS62513630025270,Food,720,2022-01-21
IKAEGBCC,GB87PQKO10608843005404,Supermarket,470,2022-01-20
THMBGBNB,GB74YUHG34349727185432,Shopping,890,2022-01-15
GGNKGB0P,GB67UDDQ63707360994385,Shopping,840,2022-01-16
CSQKGB81,GB46YRWN30706334008005,Entertainment,760,2022-01-9
IXKLGBR7,GB69BBNF29491526380997,Entertainment,550,2022-01-28
UECGGB6L,GB82UEKO51030904719679,Transport,950,2022-01-27
JMTUGBBK,GB19OESN94253466761314,Shopping,570,2022-01-5
XPYWGBDU,GB95WONV23683308836817,Transport,730,2022-01-20
BAVMGBB9,GB89SXOW27125600015996,Food,200,2022-01-26
ROYLGBRZ,GB85JUCX11279324353312,Food,170,2022-01-8
ODEAGB13,GB61GSQH05301441816211,Supermarket,280,2022-01-10
SEJAGBPU,GB02XVVL06075693379088,Transport,820,2022-01-10
DLANGBUQ,GB02XVVL06075693379088,Entertainment,300,2022-01-13
SOEZGB53,GB24SAFD86819814634862,Supermarket,360,2022-01-8
LKROGBZP,GB04NPEP83017257357199,Food,450,2022-01-26
QMTSGBLN,GB27JZBG63558328549387,Entertainment,580,2022-01-24
NQBQGB31,GB47UOKX85171264415642,Supermarket,910,2022-01-19
AIRAGBJN,GB21OUFF00656567152805,Entertainment,330,2022-01-10
EVLAGBFI,GB83FJWZ98330557015851,Shopping,580,2022-01-3
IWEBGB2U,GB46VJZE55073647656107,Food,670,2022-01-25
RLQEGBN3,GB60EUJI46460708903763,Entertainment,250,2022-01-15
VYNGGBC3,GB94QJPO92209736708513,Entertainment,760,2022-01-17
HOEMGB5I,GB19GKNN11241540893244,Transport,270,2022-01-8
JNBEGBVI,GB40MZLH17665129836312,Supermarket,610,2022-01-28
BBPJGBLE,GB95WBDE36611002714725,Shopping,220,2022-01-27
LBRNGBOB,GB04IXGF43711666166994,Transport,920,2022-01-21
FTBAGBD1,GB64WCQN75794882407178,Supermarket,450,2022-01-14
BSSCGBP4,GB64ZWMZ56487674837828,Shopping,270,2022-01-27
EWBTGBXQ,GB92FBYU36769441955441,Transport,260,2022-01-11
ZEDHGBGX,GB32CNNV77570063160788,Supermarket,260,2022-01-16
JRSPGBSA,GB34YBJE88917058532688,Entertainment,150,2022-01-1
CZTLGBLS,GB80QUAW13546134029211,Food,670,2022-01-14
AEKJGB3J,GB56CATF62012107336014,Shopping,840,2022-01-10
UAKRGB7E,GB72NDUZ83522368911728,Shopping,210,2022-01-5
MOGJGBKV,GB28NQWG56695014395218,Food,540,2022-01-28
JGLZGBUW,GB25UMUI14718694114544,Supermarket,660,2022-01-21
RMGSGBSS,GB14SAHK37874342932081,Food,970,2022-01-1
POGLGBYY,GB59GNFB76353079037515,Transport,650,2022-01-20
EDOYGBAY,GB48FFQC85394971492955,Transport,640,2022-01-14
NXTSGBKR,GB45VZRP73535692421354,Entertainment,390,2022-01-23
XQCAGBL6,GB83ZGIV72700876240964,Supermarket,900,2022-01-29
DRMIGBYL,GB28DGOA55534547539038,Supermarket,310,2022-01-19
UQCEGB7U,GB63LAWB62801875311557,Transport,870,2022-01-17
BVSJGBWQ,GB95ZBWW91307516177820,Entertainment,290,2022-01-26
HKNLGB1Y,GB03GZZR61056072367571,Transport,570,2022-01-17
NIKPGB0T,GB24TTSO53409244143351,Food,750,2022-01-30
ZWJMGBD1,GB65SPFX66808956213333,Transport,180,2022-01-4
JKVUGBLB,GB95ZBWW91307516177820,Entertainment,870,2022-01-2
EJYFGBTH,GB25SNBT26966728261222,Food,330,2022-01-11
FYYAGBDR,GB30DOCO49283665100456,Shopping,950,2022-01-27
XYVYGB7J,GB94WRCD24801117862676,Supermarket,880,2022-01-21
FNXRGBEG,GB26MZLC31483084255324,Food,160,2022-01-6
DDZTGB8S,GB07TJIJ21227891635883,Transport,430,2022-01-25
KEZUGB4J,GB12LSNE10198466749228,Supermarket,390,2022-01-23
XUDWGBEI,GB62ZRUD06470049495764,Shopping,620,2022-01-30
YJCMGB2Q,GB68QBTF85418929242055,Supermarket,910,2022-01-29
BQABGBM4,GB10PTHU82536178959438,Supermarket,820,2022-01-3
DIIXGB71,GB68ACCJ98495675885050,Entertainment,320,2022-01-6
UNGLGBKK,GB12ZNYC56973227398309,Transport,950,2022-01-29
FVPAGBTJ,GB62WMJR11714956100553,Transport,190,2022-01-15
ZXSPGBEN,GB44MXII66802188204625,Transport,990,2022-01-7
JOVGGBFX,GB15FKNO98498598756365,Shopping,120,2022-01-21
JTZUGBDY,GB55FYHV76313765592381,Entertainment,630,2022-01-14
CNVLGB2U,GB97JCCA58963261805954,Supermarket,520,2022-01-16
DUHZGBMQ,GB10IZLM45100555738524,Food,130,2022-01-10
ZIFHGBUD,GB86HZHO17095280290563,Transport,290,2022-01-9
FKEAGBMX,GB28NQWG56695014395218,Supermarket,570,2022-01-12
LFUJGBX3,GB41EZEI51909686377858,Shopping,420,2022-01-28
JCLSGBQC,GB63LAWB62801875311557,Supermarket,330,2022-01-12
TNSTGBQT,GB13ERPN56888517302159,Supermarket,730,2022-01-29
XSFUGBBT,GB05SCBI54496194093874,Food,940,2022-01-29
REAQGBW2,GB73MRCQ23931260160247,Entertainment,200,2022-01-26
XXNVGB22,GB39ZEMY01690428519219,Food,430,2022-01-20
DYOGGBUZ,GB79SVIB82740549631876,Entertainment,220,2022-01-20
VKTKGBQ7,GB47CBIT43824056647724,Shopping,800,2022-01-22
PLIMGBW8,GB86HZHO17095280290563,Food,600,2022-01-4
GAPGGB1K,GB19GKNN11241540893244,Shopping,100,2022-01-19
JEAYGBR7,GB60BJYH86362892577341,Transport,460,2022-01-6
YCJXGB9W,GB21YICV57032964936613,Transport,420,2022-01-14
SKTSGB7U,GB61GSQH05301441816211,Supermarket,900,2022-01-19
GNSWGB5Y,GB68ACCJ98495675885050,Supermarket,350,2022-01-21
KORJGBGL,GB94JYSM28033121301651,Entertainment,790,2022-01-12
TBYUGB5X,GB18HPFH65167089173783,Entertainment,120,2022-01-27
HULCGB1S,GB42NKBG61680852245620,Transport,210,2022-01-13
PEOLGBOJ,GB45TFWG08301500333040,Entertainment,520,2022-01-25
EQRCGB8K,GB29VNJI31238581546539,Food,220,2022-01-18
ZUVLGBS4,GB70NUZT80120131401923,Transport,770,2022-01-4
LXRYGB26,GB82CPND15543817992783,Food,170,2022-01-1
USGKGBAT,GB63NZKB23255199919735,Transport,150,2022-01-11
NQQTGBYI,GB82NSXD57978202257876,Supermarket,190,2022-01-9
RJYHGB6M,GB09BOCP18571700938162,Shopping,660,2022-01-8
WJQIGBTE,GB91KROO19840314367101,Shopping,880,2022-01-20
YNDIGBV8,GB86FLQI62859656803036,Shopping,830,2022-01-2
MBRGGBKW,GB52LEQU14118064235869,Supermarket,580,2022-01-16
MZGTGBM5,GB21XSRP25939629392937,Food,630,2022-01-30
JPQVGB4U,GB69JVFD33620898701486,Food,310,2022-01-27
QFQJGB8G,GB58DKVY93527628242072,Shopping,150,2022-01-16
YSQOGB3O,GB21QPLK41502749704803,Entertainment,950,2022-01-7
EXCWGBHP,GB64OILU43799282935211,Entertainment,380,2022-01-26
IYWQGB3I,GB22YPVB96910985570678,Food,750,2022-01-26
ZZFMGBLM,GB84KYEH04818860492673,Entertainment,240,2022-01-21
PYEEGBTF,GB22UJCZ80552261075959,Supermarket,200,2022-01-20
CPIFGBX1,GB54MJSI72565501227270,Food,980,2022-01-16
WEGIGBYP,GB71KOYB24095962325523,Supermarket,570,2022-01-6
ZAOFGBS8,GB94QJPO92209736708513,Supermarket,300,2022-01-22
HZZCGBSB,GB56MCWI74121714241607,Entertainment,760,2022-01-4
DMWRGBN4,GB06UEGN13999904168733,Shopping,290,2022-01-27
ONUFGBYM,GB25UMUI14718694114544,Supermarket,620,2022-01-27
EWJDGB3X,GB30QCAV99301946046367,Supermarket,470,2022-01-9
ZOKZGB9C,GB10PTHU82536178959438,Shopping,860,2022-01-17
ECZKGBKZ,GB39MULC29253576054910,Supermarket,790,2022-01-10
SIGSGBZE,GB70NUWR72153622486497,Shopping,990,2022-01-24
JUSTGBWB,GB18BLHI90758600556359,Food,820,2022-01-22
GAYXGBCN,GB46YEIH52446058526254,Transport,440,2022-01-11
MCDVGBG8,GB50APQL62670596709148,Supermarket,960,2022-01-3
YRSSGBAN,GB09HPJV93244983430852,Shopping,980,2022-01-22
ECGJGBWD,GB68CPWV89283422909746,Shopping,800,2022-01-6
YXVQGBIR,GB60VBBQ96638697796023,Shopping,940,2022-01-18
BCUKGB62,GB12BJSK90449396455956,Entertainment,750,2022-01-2
WTPQGBXN,GB43FXGI33734494558520,Supermarket,720,2022-01-1
VCCJGBQ0,GB45SVOP51113302535199,Entertainment,690,2022-01-5
VYLJGBSD,GB06ETTA45018687486683,Supermarket,860,2022-01-11
MXAUGB2W,GB13KKRX34626946406815,Entertainment,740,2022-01-15
ELOOGBKB,GB14EOWW67067363376475,Shopping,970,2022-01-29
KPUEGB4L,GB90JLHC40816436052249,Food,580,2022-01-30
TZQBGBDL,GB87WKUU04565680548711,Transport,830,2022-01-17
RGJTGBIN,GB75EJTF26737075786487,Entertainment,550,2022-01-20
FCHQGBOC,GB51FXNE34073917204728,Food,980,2022-01-21
KQFKGBK3,GB25SNBT26966728261222,Entertainment,740,2022-01-15
FSAQGBR9,GB33NNEM96703004176329,Supermarket,940,2022-01-8
BYLFGB3E,GB86SOYU58428809831684,Food,460,2022-01-8
RLRUGB81,GB48UPGX13635432653696,Entertainment,200,2022-01-21
AXKSGB70,GB05SCBI54496194093874,Food,520,2022-01-9
IUFVGBJO,GB78GODX25928323885939,Entertainment,490,2022-01-12
HIYFGB6L,GB84XFXX99809942805898,Transport,650,2022-01-6
YISNGB0D,GB37EMBA71303500027672,Food,370,2022-01-5
BNVAGBD7,GB68WXBT35963371898863,Supermarket,990,2022-01-14
UYQXGB46,GB95ZBWW91307516177820,Food,960,2022-01-10
MTWOGBBG,GB67GXPB57814414446458,Transport,720,2022-01-1
JVQQGBJ0,GB08ZSOK58958512839375,Food,440,2022-01-5
FZYUGBXI,GB33DAOI03969855368978,Food,870,2022-01-11
JIZFGB29,GB69HMCQ79721493814801,Supermarket,890,2022-01-9
CQFCGBBC,GB26MZLC31483084255324,Food,640,2022-01-6
XUPHGBLD,GB93PWES94847560508129,Entertainment,230,2022-01-8
AOMEGB7S,GB49BAIM00843950624035,Food,950,2022-01-4
UYGIGB2M,GB81OAXU06713768405053,Shopping,590,2022-01-1
AJEFGBLK,GB70VLKK24622012528389,Supermarket,100,2022-01-26
SISDGBIU,GB73ONIJ57682637958845,Entertainment,620,2022-01-25
FVYDGBQN,GB46ZAOF70831645244426,Food,630,2022-01-1
WKZVGBAE,GB56MCWI74121714241607,Food,830,2022-01-14
MLUEGB4A,GB93HCBM95750222363418,Entertainment,850,2022-01-18
AMRFGBLB,GB11TMFV71130495675199,Shopping,160,2022-01-8
QHNWGBAN,GB22ZKTU55087811562799,Shopping,970,2022-01-24
SQZTGB74,GB40JTTG85426436826075,Shopping,480,2022-01-23
IFQBGBHO,GB96GGIX85619081459580,Entertainment,340,2022-01-20
QHSZGBR1,GB37BGPW37757080392207,Food,430,2022-01-7
NCQTGB2L,GB38FBJV14324770585173,Supermarket,690,2022-01-7
GMJBGB45,GB35LHSZ04472104823333,Food,810,2022-01-15
BKLQGBW2,GB88FTBZ04321245955953,Supermarket,160,2022-01-23
XNDLGBXK,GB72YVLC24038420176091,Shopping,360,2022-01-17
UOCKGB66,GB65OYTQ92950694668009,Shopping,270,2022-01-25
BNEIGB21,GB30MRYP91359776685917,Shopping,310,2022-01-19
PEAUGB58,GB56CDOA12649991109578,Food,310,2022-01-11
OUDLGBT9,GB28FVDF08566430066319,Entertainment,390,2022-01-10
UCNMGB9H,GB37SVON16906096722021,Shopping,810,2022-01-11
SPZZGBWR,GB45HUFG90039169399178,Shopping,690,2022-01-15
YJQQGBW7,GB45HUFG90039169399178,Supermarket,680,2022-01-8
ZIKZGB40,GB98XNCP24691003197829,Transport,770,2022-01-3
JNUBGBIZ,GB27JZBG63558328549387,Supermarket,270,2022-01-29
YMHXGB3P,GB72AFRE40510517801559,Food,470,2022-01-15
UCACGBUN,GB93HCBM95750222363418,Entertainment,830,2022-01-11
RYRGGB9J,GB82DNVC98772443782930,Food,110,2022-01-26
CXNOGBJP,GB81DOYM78308541561921,Shopping,320,2022-01-3
KSYZGBEQ,GB70HXOR17265872323380,Food,550,2022-01-23
GSZOGBL3,GB87PQKO10608843005404,Supermarket,720,2022-01-12
OLKXGBOX,GB10ZJBQ81868266078612,Shopping,150,2022-01-16
EJVNGBUZ,GB75XGFV50026288895827,Shopping,330,2022-01-18
NZFHGB4Q,GB21QEGM51533543975483,Entertainment,540,2022-01-3
BQBJGB3T,GB41EUZY13315577262191,Food,390,2022-01-8
IKPIGB3H,GB54XVRZ25148066477194,Food,870,2022-01-16
IBLRGB8A,GB37FVLS56342955935900,Food,190,2022-01-11
HKUGGBGP,GB95ZEZS29836675415353,Food,290,2022-01-4
MULPGBG7,GB55HWUN71297411566493,Entertainment,790,2022-01-2
GDEHGB7I,GB73DBGJ20724397228117,Food,950,2022-01-19
DXLKGBZ5,GB95TMGT21135900677736,Entertainment,200,2022-01-3
ZKMYGB2F,GB58CIYH39587950462081,Entertainment,140,2022-01-23
NLCTGBYS,GB22NSZB63433389014487,Food,370,2022-01-10
OFLJGBMS,GB87LVFG17755131028591,Supermarket,830,2022-01-14
VECJGBII,GB05BOPJ44887822571947,Food,820,2022-01-28
CFCGGB8Q,GB65OYTQ92950694668009,Supermarket,120,2022-01-20
JTAUGBE0,GB86FLQI62859656803036,Transport,420,2022-01-22
XVGDGBTM,GB30UUTU58020594623952,Supermarket,420,2022-01-20
SCEAGB4V,GB58OOUC73599992342221,Supermarket,330,2022-01-18
DVKJGB05,GB18HPFH65167089173783,Entertainment,900,2022-01-29
NDSXGBDY,GB19AAOK98934574593366,Entertainment,860,2022-01-26
LMPOGB73,GB21BDOF57865193667399,Transport,100,2022-01-25
XVADGB20,GB78CMRH46293749469694,Transport,510,2022-01-10
KNTCGBJB,GB76UXEU86077956891587,Food,990,2022-01-26
WCFZGB4I,GB09HTHW11821470125290,Food,570,2022-01-8
VIKHGBRU,GB55ZKBT65244976848349,Entertainment,840,2022-01-26
RYZQGB61,GB22TVDQ21674027369753,Supermarket,690,2022-01-29
XBBNGB4N,GB12TMJX05731633135017,Supermarket,850,2022-01-21
JMBNGBX5,GB19DYBC21144277926820,Entertainment,950,2022-01-19
JTOTGBQP,GB40QKHV86869081376527,Food,150,2022-01-3
VYSGGBSV,GB62FAUX58334386392923,Food,220,2022-01-2
UNZDGB3I,GB52YGBR78937383657989,Transport,820,2022-01-19
XSHBGBFO,GB27JRVC02029131545841,Shopping,870,2022-01-4
DOJDGBEW,GB51FZXL45936150518841,Food,720,2022-01-16
MBPKGBUA,GB70VLKK24622012528389,Shopping,970,2022-01-22
RQULGBGA,GB34YCWL31867661088526,Transport,990,2022-01-22
KFHMGBTA,GB54DFXD34044678916835,Supermarket,870,2022-01-10
CXLWGBCM,GB59NJBA45955506031173,Shopping,680,2022-01-6
GYSPGB2S,GB09VLOM13110562770473,Food,670,2022-01-18
TDOZGBDK,GB40YMCZ80111493568224,Supermarket,150,2022-01-2
TTKRGBW0,GB82KNPY82555712639077,Food,620,2022-01-17
ELFSGBHS,GB69ZCVI22762267991416,Transport,180,2022-01-22
PBTWGBS5,GB64WCQN75794882407178,Transport,460,2022-01-4
KNRRGBCQ,GB18KAPE16458731250443,Shopping,690,2022-01-28
TOXRGBB7,GB74HSGS31865843155275,Entertainment,530,2022-01-4
